RAD_50,species,final_names,pop_names,large_category_original,large_category,large_category_backup,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363,364,365,366,367,368,369,370,371,372,373,374,375,376,377,378,379,380,381,382,383,384,385,386,387,388,389,390,391,392,393,394,395,396,397,398,399,400,401,402,403,404,405,406,407,408,409,410,411,412,413,414,415,416,417,418,419,420,421,422,423,424,425,426,427,428,429,430
P03-VFLY-1,P03_VFLY_1.trimmed.trimmed,DN_1,DN,West,West1,DN,46.8892693,-27.04808487,-18.48154228,36.92519551,14.18576912,11.72307634,3.506946286,-10.58256557,3.964924561,1.891974043,-0.154753843,-1.741082567,-1.176171647,-0.881731552,-0.208310386,0.469079785,-1.576217141,1.44012283,-0.039753318,0.034375574,0.631265285,2.169434503,1.683712594,-0.823766541,-0.131953676,0.33013787,0.273376748,1.635720194,-1.623963153,-0.599339044,-1.525099474,0.640388687,1.169228225,0.13531527,0.25111954,0.781450493,-0.337638177,-0.212923821,1.443179411,-0.864543376,-0.26099559,0.14776494,0.265619743,2.008276585,-0.627702944,-1.673465243,1.04231924,-0.707173693,-0.274999932,-1.089171081,-1.19165673,-2.169246583,-1.025851202,0.055559995,-0.017176391,0.538029592,-0.998848069,-1.90521465,0.696916336,-0.027652108,-0.254981358,-0.07352925,-2.42696782,0.26710083,1.665432227,0.436820596,0.694971263,1.245564644,2.585129963,-0.654369411,1.487084249,-0.422492029,0.042886839,-0.197346058,-1.38928366,-1.198078081,-0.193648338,-1.197343611,-0.288716701,1.829310326,-3.545638532,-0.04009418,-0.572634066,0.444732459,-1.480871647,3.303816201,-0.791374946,0.234064185,-0.085024585,1.909723093,0.622396135,2.294577059,-0.424957828,-1.088358061,-0.385708945,-1.106248942,1.263269237,-1.090025749,-0.257431682,1.730481903,-0.869655091,0.180283961,1.724392479,-2.330465363,3.399997237,1.078573335,-3.777933381,-0.63644866,-1.650397052,1.772685676,-0.986941297,-2.420411152,0.283550345,2.258571928,1.698936368,3.560547599,-0.639101959,0.853710696,-0.761942806,-0.905844237,-1.757083655,0.386946201,-2.912167636,-2.090714526,-1.322756756,-1.398203795,-0.285942872,1.169843478,-1.706365297,-1.848001763,-0.825175921,-1.206441308,0.761603124,-2.409008543,-1.390824627,-0.170345889,-0.28044863,3.737054339,2.251421538,-2.262107246,0.02367194,-1.618963471,-1.593709302,0.146602995,0.694242116,-1.620693212,-1.285093904,2.312903533,3.191807817,0.806840804,-0.153802018,1.235845151,-1.709587771,-1.667016211,1.844150403,-0.296299579,-2.41127256,1.54547885,0.723781909,-0.826495312,-0.008073141,1.923333761,-0.978115558,0.96006438,-0.975967017,0.392330555,-4.521285116,-1.840418134,-1.91060221,0.813626435,-2.243882536,1.452781976,-1.91192044,0.409043078,-0.773223501,-2.710575521,1.890160235,2.192933146,-1.679132972,2.59763336,-1.738044889,-2.682667137,-0.15429913,0.872291261,-1.357200866,-4.518712156,1.948514752,-0.493481534,-0.327951014,0.25343803,-0.604347313,-1.009127442,3.660696019,0.126847375,-3.308520056,0.302853825,-1.842605831,-4.923178541,0.624892835,0.239727205,1.526915391,2.591686124,0.305578603,1.52722525,-0.261294375,-1.094496509,-1.076650595,0.324461212,-0.305908404,0.937374188,-2.219500754,1.115920197,-1.32942177,1.895094021,-1.738648983,0.699030051,1.85743674,1.244870474,1.188342642,-0.400998524,0.550708134,-1.161924311,-1.705520545,-1.260196802,2.106221384,0.635163615,1.574444603,-1.338403227,1.060065775,1.197343045,-0.825892601,-0.94304988,1.485670312,0.046244553,0.168664904,-0.81113768,0.565600076,0.735242223,1.435414783,-2.765260764,1.583267363,1.474231732,-2.189017505,2.142552687,-1.205851724,1.560260715,0.086187081,-1.855121487,1.634539107,0.585605548,-2.192360129,2.283636529,1.145386541,-1.074748207,2.514630804,-0.043807491,1.791329466,1.534744744,-0.053978817,-0.131029616,-0.400798186,-0.277107063,-0.552499389,-0.324453077,-1.01545261,0.796442729,-0.349538838,-1.090214489,-0.946853219,-0.027067941,1.905857376,0.411936331,-2.650647911,0.034263982,0.063224292,-0.100815088,0.594178396,1.049740759,2.931425263,0.605372692,0.290203919,-0.953753212,-0.112635725,-1.660439196,-1.703080465,2.612569971,-2.507717291,-0.673577535,-0.471632146,-0.290418381,-2.363940518,-1.314856004,2.065495619,-1.250064335,-1.070726665,-0.681874957,-0.043349293,1.549426934,1.733375445,-0.416896574,-1.442969388,-0.05433735,2.037867588,0.95709746,-1.355580407,1.971539813,-0.440653587,2.255538265,-0.557619487,-0.210529248,0.718134676,-0.85009385,0.136712826,0.273439833,0.752763854,1.087649865,-2.209064873,0.117439437,0.184403805,-1.389510985,-0.69332842,-0.747404193,-1.112677357,-1.248998985,0.232087904,-1.382635941,0.407557442,1.936383394,-1.977277322,-1.511130913,0.869090544,0.301865823,-0.294960383,0.86221867,-0.008408634,2.019901469,-2.034382049,0.517460147,1.558502196,1.770290923,0.083814761,0.262985256,0.129076365,-1.430000509,-0.217470749,1.538334235,-1.595200295,1.642601277,-0.72786592,-1.501415838,-0.812459688,0.525267096,0.804195575,0.844164541,-2.429357886,0.487714626,0.707883451,-0.594187001,-2.42973247,1.142036881,-0.304410635,1.857299864,0.727912924,0.631787523,-2.71437196,-1.389436025,0.015036176,-1.317749448,-2.050293888,2.291616514,-0.726645949,-0.690361812,2.928979631,1.14462359,-1.857230747,-2.816335958,-2.926739854,2.809910122,-0.691655896,1.056568654,5.267729489,1.624622622,-0.769643933,-3.715305558,5.063610555,-12.22205511,-0.938738508,-4.139207988,-0.635979226,0.6467692,3.961969708,-1.594809094,0.871746383,-4.085549122,2.037919412,1.007200062,-1.089439419,0.652495508,0.309744222,4.096346163,-0.885129593,17.81266883,-9.186137137,-6.905587422,6.875080716,2.895060673,7.409208914,-15.74502879,-5.151097959,4.242972461,-1.426252446,0.568419215,2.555693493,0.811729966,-1.635938976,-0.05239015,-0.570305808,1.460830086,-4.675461851,5.370733381,0.85270805,-2.226963214,-9.16955408,-0.297294558,-4.315541064,4.731264142,-1.552317066,0.729654702,-6.469219887,-28.85899836,1.02E-14
P03-VFLY-10,P03_VFLY_10.trimmed.trimmed,VFTG_10,VFTG,West,West2,VFTG,56.32016762,20.42433859,33.12582545,-14.25421972,10.8667501,-9.438171843,-10.08259167,-1.825289262,2.940375877,-1.573861796,-0.890498469,-5.316226022,1.949236523,2.237927365,0.803123075,1.313368519,-2.039972876,0.937444341,-0.354141354,1.023606399,0.228828256,0.011840674,1.146875367,-1.082836442,-1.71288059,-1.135795277,1.189238572,-1.829220732,-2.604309653,0.50650522,-1.928547071,-0.049582485,-2.112160417,-0.495366833,-1.23641488,0.051187181,0.140032938,0.284071696,-0.553062281,1.161257404,0.676701939,1.489614973,-1.641085198,-2.700690137,0.556605702,-0.227644254,-1.049199428,-0.472164624,0.53570526,0.215496517,1.909152584,1.87605203,-0.950617403,0.747612229,1.15623455,1.305538166,0.633888879,0.381160945,1.642604104,2.745356158,-1.202389296,-1.380478893,-1.421361305,-0.257532122,0.461468989,-2.699470309,-2.26289437,-2.024716515,-1.787153438,1.381809793,-1.374226181,1.301181496,0.512899709,0.715000937,2.342334548,-0.185477332,-0.041788166,1.43907296,0.57472103,0.008975147,1.381977398,2.557430857,-1.138242994,-0.37328404,0.115352492,-0.273355585,-0.194131174,-0.473457942,0.958153879,-1.703295876,0.787681514,-1.368919183,-0.276730465,0.618346453,-1.362434068,1.137082252,1.23253831,0.022195307,0.027800107,0.225976787,0.154322125,-0.163774991,1.177628398,1.444686301,-3.943440333,-1.529071728,3.187846432,0.175634284,2.565482996,-0.914283439,-0.410902699,0.069834545,0.830285659,-1.85871006,0.000493265,-1.238417828,1.327388078,-3.929014395,1.081904901,-0.058591891,1.948381738,-0.85879528,1.440774002,1.20997328,0.100790534,-0.491646272,-0.657656754,-1.536648979,-0.427856883,-0.101569929,-0.927560074,0.621399725,0.956822526,1.557463396,0.841425573,1.351997599,-0.184571078,-2.51015814,-1.526605162,3.061865111,-2.736507096,-2.312174733,-0.330686355,-1.088961538,0.329114272,0.599575762,0.885115611,-2.79150111,-0.892977885,-0.106544376,1.755821822,-2.702951342,-1.294751872,2.210008168,0.771640139,0.305274476,2.082079633,-1.219413202,0.224788556,-0.105610244,-0.79085321,-0.992954357,2.011162477,0.528375218,-0.218672821,-1.989210798,1.120009139,2.747185444,1.789999433,-0.1427114,2.032943178,-1.644863942,1.736382198,0.060616136,-0.421417584,1.999270414,-2.518110645,0.294505806,-1.507933053,-0.406563926,-0.915178009,4.030299085,-0.282544001,1.9648787,0.357934578,1.967533702,-2.284511078,2.915127595,0.450314242,-0.343576269,2.434662726,0.343199124,-3.110159561,2.36673565,2.113235531,-0.084121747,1.949973936,2.869439567,0.41314966,1.719481308,-1.415804745,-1.370610659,2.319004141,-2.828454717,-0.399373489,-0.467218904,-2.311217214,-1.143376732,0.028137834,-1.212695245,1.778655562,1.131822961,-1.51856738,-1.496969251,-0.255225454,-3.729979281,-2.148748664,-3.056206822,-0.508842298,-2.088377611,1.978926345,-0.061929985,-0.291314811,0.082089741,-0.750756117,0.260962705,-0.680582322,3.12297688,-0.130854128,-0.967311895,0.970911566,-1.583844468,0.113297445,2.128133192,0.016649611,1.424754771,-1.013971897,1.083728645,1.632610826,2.414692729,-2.558408777,-2.210879933,-2.428402882,-0.237431247,-0.28448599,-1.211575031,-0.430403859,0.116072071,-0.939989577,-0.888761559,1.498423635,-2.05606205,-1.405558074,2.537022373,0.843638921,0.118474397,-0.046275565,-0.564781636,-0.111389796,1.754901231,0.768689787,1.510110701,1.41264237,3.064300491,2.785872829,-0.133829246,0.356121069,-2.102790615,-0.368838959,0.347102033,-2.476074316,-2.777711708,1.855839096,-3.519161482,2.139242778,1.261270935,-2.581082654,-1.756932504,-2.469170337,2.246137123,-0.76158942,3.120443964,-4.10643528,0.615967203,-2.648786143,-1.740099825,-1.42830016,0.33566177,-1.028009075,-0.440583224,-0.748667047,3.365561569,-0.705969418,3.059762852,3.323623552,1.349289985,-2.945907794,0.87570521,1.572174345,-0.518155989,1.140867264,2.322598641,-1.234736488,1.907312807,3.747347696,3.117064512,2.296860022,-5.906468609,0.204236596,1.607517023,1.942381151,1.155630496,4.914710116,-1.220337849,-4.444561219,-0.727250911,1.895841559,-1.245735346,3.023316667,-0.848693074,-0.295376826,1.060051775,-0.224026645,0.520194253,-0.08218367,6.115636505,-2.579027309,0.100818739,-4.946168478,3.377582652,2.791740844,0.847173135,-5.678419982,3.611965888,-3.49825081,-0.795974352,1.693663959,-0.790415523,-4.33156415,-0.388759217,-0.698392331,-0.200050726,2.262172881,2.669961172,-5.974043512,2.35614028,0.135718178,4.538314403,3.080963831,-5.18790856,3.805314619,10.59698223,-7.0982584,-2.717066387,7.1026303,-2.247794982,13.52474924,-0.714041394,0.109953511,2.449709476,-10.24418454,-6.232004584,2.078580158,14.94412976,-1.768053973,0.590298945,-2.769916269,-2.092412436,4.535057245,2.403882846,-10.66298521,0.372247437,4.27281843,0.381224801,-9.699570832,-2.550773231,-4.87674499,-8.334430004,0.749236116,4.485388667,4.472020346,-2.888579194,-0.950771601,-0.708360784,3.797054724,-2.564799078,4.469672998,-2.453679816,3.74734627,0.486203432,5.471382096,-4.152150142,1.208473326,-5.742867182,-1.036622,-5.627592457,-1.408813737,3.93319587,-2.229501611,-4.559136865,-9.29076723,-8.035490585,18.56747276,-44.58810982,5.023763601,-6.641604078,-2.967892137,-3.012263879,1.560713763,1.756806337,4.698538415,-1.735490318,2.94199895,0.917430517,-0.690407104,1.085086672,0.878695376,0.413403895,1.053870543,-0.556584706,0.006057048,0.480548267,0.814353979,-2.340015306,0.104798468,-0.134870118,0.823249437,-0.237579066,0.56735591,0.00319518,1.68E-14
P03-VFLY-11,P03_VFLY_11.trimmed.trimmed,VFTG_11,VFTG,West,West1,VFTG,46.47536505,-17.85767612,-10.4466903,42.9549561,19.41580994,9.810805071,0.48303882,-8.821264564,6.109633721,-0.971611471,3.044503411,-3.083329288,-2.45580256,1.314995523,-1.447110223,0.311916058,-1.111159947,-0.407575547,1.784272877,0.761483356,-0.754173384,0.522273517,1.330356805,0.373739583,0.25669634,-0.36150046,1.877859272,-1.329536513,-1.058816095,-0.842897046,-1.106927387,-0.498118518,-1.039104977,0.726898321,1.097649487,0.699992767,-0.856943838,0.84720918,2.624228468,-0.469241701,-0.054344774,-1.663172697,-0.775897749,-0.261461018,-2.66149339,0.046306339,0.161755257,0.414769916,-1.007968352,-1.06000455,-0.613889996,0.663411367,-1.139776505,0.321665545,-0.231747801,-0.638051901,-0.166732194,0.193342012,0.647224648,0.989769123,-0.456919698,0.711352628,0.724799754,1.109666414,1.075847012,-1.299479107,-1.083835702,1.297075773,-0.328082939,0.310274366,0.83760551,1.265296318,-0.243986258,-0.466048652,-0.033418318,0.014635122,0.364531712,0.817384295,-0.207568371,0.976620183,-1.245069693,0.444445469,-1.211591959,1.085290352,0.261924656,0.252292801,-0.538507213,-0.076706153,1.259659875,0.81089293,-0.373535349,-0.653740879,-0.531903413,0.256529119,1.312140613,0.761310147,0.751235676,1.000703337,0.527483163,-1.939614416,-1.269714769,0.743348254,-0.01103493,-1.393711945,-0.452161417,0.673169603,-1.688415505,0.154526518,0.336892731,1.164371459,0.710804989,-0.758642044,0.074350189,-1.224087792,-0.397967441,1.679411763,0.238854819,1.959453362,0.214114687,-0.461444778,-0.812137081,-0.027682379,-0.378219495,-0.410144513,-0.145467744,-0.37019808,-0.249868647,-0.543014976,-1.116900187,-0.603676882,0.808938987,-1.666312343,0.449232007,1.07277642,0.172591256,-0.676820399,-1.03834247,0.496664453,0.217884894,-0.198780262,-0.443900681,0.660728267,-0.603027819,-0.3919483,0.973146537,1.105118968,-0.900803588,0.897646942,-0.388505719,0.867973737,-1.49870685,-0.454577079,1.625061662,0.506914996,0.323173844,1.285532083,-0.783019749,-0.846174665,-0.596486789,0.444012926,0.42097501,0.02240789,-1.006402807,1.807909846,-0.147726591,1.42472423,-1.182290333,-0.3159214,1.180791878,1.38058772,-2.479823316,-0.016578091,0.320621941,1.17939502,-0.466029314,0.185383276,-1.376500335,1.10021336,0.447555726,1.091141424,0.037371362,-1.963443604,0.516324725,-1.178422605,-0.784918483,-0.752805541,-0.440391834,1.854101456,0.132156891,0.608302008,0.083382462,0.282062403,0.574759183,-0.813067042,-1.272099712,0.95724146,1.332761528,-0.548777292,-0.563010551,-1.016385527,2.069804571,-0.416471012,-0.739242275,0.855207405,1.197401481,1.146044602,0.691240681,1.391981891,-0.518011591,-2.0420192,1.121355856,-0.898323512,-0.593075533,0.762832462,0.165177377,1.544141356,0.35828098,1.463491116,-1.833849452,-0.554160914,-0.555388071,-0.009653858,1.817087356,-0.723519456,-0.515205659,-1.051846484,-0.917370426,-1.218746828,-0.000512167,-0.908360744,-0.945600028,-0.9967174,0.040800263,0.032600701,0.114688968,0.478129972,0.733644761,-0.081250652,-0.20193583,-0.455425965,0.514741092,0.737545219,-0.625022866,0.191279455,-0.393500118,-0.523871605,-1.206727133,-0.284530943,0.425613549,0.110569376,0.188109894,0.675141848,1.765398058,1.748371367,0.2469502,1.039423824,-0.640973815,0.071365228,0.629415961,1.568374714,-0.858389986,-1.060846775,-0.059403447,-2.582023166,1.235071533,1.986984971,-1.058706168,1.652533415,0.607116561,0.132326216,-2.009475172,-1.33672615,1.568867729,-0.574116759,0.257949221,2.120756253,0.235871316,-1.816233237,0.239441662,0.524319644,0.467984118,-2.106247091,-0.95225959,-0.278147221,1.642700299,0.931834267,0.416775122,-0.05958133,-0.344397921,2.428516525,2.185720389,1.269254899,-2.492638704,0.666496432,2.882385119,-0.35905389,0.359539492,-0.903706423,-2.255646187,1.589231245,-1.538096505,-0.212294564,-1.151462444,0.062570388,0.417019201,-0.29165068,-1.21475931,-0.704110778,-1.145656262,0.567900806,-0.286484348,0.049877877,-0.661039558,-2.058676209,-0.346912899,1.176263644,3.024338461,-1.062842764,-0.53849896,2.048621929,3.605441536,0.739339638,2.115940269,0.271368431,1.001868797,2.466996647,0.910912045,-3.598517846,3.887427843,2.879053338,-1.044786019,-0.428870685,2.420743345,-1.708247865,-0.177336876,0.013472509,-1.372169291,-1.313394564,-0.432599554,-1.400146072,-2.071325206,2.890251168,-3.205320598,1.922537846,-5.431197849,-1.899684661,1.429144617,-2.539050213,0.5538993,6.671932128,3.291636232,0.679191184,-0.096045399,2.731378333,-0.345829017,3.171877643,0.823472213,-5.897952665,5.43001712,0.961983721,2.251337346,-7.953622364,2.315487123,-0.799590605,0.402031902,4.010674314,3.902043922,-0.0301217,7.447002293,-7.518102585,-6.565639904,-7.162919512,-9.976483883,0.022628051,-3.318977437,0.15662647,3.573978905,-6.756718919,-4.586401444,-0.504979863,-5.271234085,-1.224679453,-0.814128687,1.107267692,-3.932220269,12.09473959,2.561038431,3.641001158,-0.504236761,-1.99500211,-1.799461044,1.08372916,-2.176608664,2.548468643,0.72307163,1.637362937,0.883881921,-1.657265996,-0.093428423,1.901692826,-0.2667509,2.7668298,14.00279446,-1.001792872,-6.018511386,-4.316361911,-4.674917898,5.342434235,-20.93964525,13.56286557,-31.72514607,21.80881388,-4.047073595,7.199038461,-5.659254396,-2.515518774,-0.396806386,0.332737596,2.204429692,-1.782275536,-1.515812879,1.350164441,-1.510963074,1.777495895,-2.417364678,-0.077715054,-0.925065452,-2.699655275,-1.523844826,-0.157393173,1.55E-15
P03-VFLY-12,P03_VFLY_12.trimmed.trimmed,VFTG_12,VFTG,West,West1,VFTG,51.54281669,-22.94738548,-13.23495468,34.68002613,15.71767103,10.05231484,3.291402327,-10.69871026,4.906870754,0.611800671,2.255163125,-1.39223872,-3.093145769,0.84489504,-0.809536153,-1.224092508,-1.43409809,-1.074183599,1.305790103,-0.417153967,-0.853968882,-0.593606718,0.663921725,-0.764797006,-0.578493674,0.865037711,1.107723684,0.394343439,0.066108908,-1.244806989,0.584652016,0.797605322,0.383470611,-0.331897425,1.761860468,-0.054960584,0.060151604,0.397660226,0.017984441,-0.482620277,-0.375131399,-1.350557906,0.126201087,-0.012691794,-0.937774661,-0.283466071,1.392542787,-0.142118322,-0.531717299,0.140309175,-0.585330466,-0.973606044,-0.430558576,-0.126363129,-0.122280638,-0.215284636,-0.731674476,0.695635757,-0.480563612,0.463843023,0.217859338,1.22182772,-0.097582689,0.713382615,0.892958011,0.038840561,-0.211175858,2.222970064,-0.53429017,1.050242817,0.043507532,-0.306182903,0.215269727,0.841896874,0.084395455,0.614722705,1.008600979,0.792209049,-0.05934116,0.570002715,-1.424697778,1.066224578,-1.536404932,0.018423494,0.83922932,-0.621227947,0.802769499,0.807028009,0.336034739,0.586267884,0.316716498,0.56973287,0.07652748,0.970311025,-0.06682062,0.218701954,-0.557954038,-0.837751594,0.867571473,-0.690725619,-0.057674173,-0.619819291,0.242601276,-0.946989879,-1.231902293,0.158864689,-0.032970905,0.92503561,-0.520397781,0.978467232,0.189120039,-1.01645374,0.314984516,-0.82463905,0.169644074,0.195641292,-0.222775843,0.900577843,0.0518843,0.713372404,-1.3135372,0.193656331,-1.877532018,-0.644197143,-0.970620939,-0.525617959,1.005752674,0.200453958,-1.245824813,-0.550030642,-0.572166091,0.3207939,0.597842264,0.699784866,-0.303071336,0.463926913,-0.992771166,1.639562914,0.297067804,-0.225376282,0.405589433,0.761053344,-0.546334526,-0.015499387,-0.305069013,-0.077616525,-1.893535638,0.992564741,0.046496296,-0.484308438,-1.362290896,-0.567056408,0.08296096,-0.086702072,0.194499176,-0.473903841,-0.617801123,-0.360465992,-1.000745115,0.657845689,1.243869188,-0.175276433,-1.173493411,-0.059526135,1.777212596,0.43075982,-0.630664992,-1.047736941,0.209450022,1.795429343,-1.885298259,-0.32983366,-1.135427056,0.279718516,0.034697353,0.063115505,0.228555357,1.126756545,-0.776396082,-0.068225068,1.097226883,-0.902721201,-0.430563315,-0.793856189,-0.687252595,-0.357051014,0.030772109,1.068842236,-0.483228341,-0.371339555,-0.086187204,0.935579824,1.075802103,-0.870738564,-0.890018322,0.075977703,0.081066952,0.357337391,0.687182842,0.286730926,0.960012298,-0.722558373,0.188916802,0.518892545,1.535210428,0.409693925,0.048252346,0.052162436,0.445176731,0.083126116,0.160317811,-0.022386958,0.03193351,0.66254898,-0.367409447,0.205124034,-0.576267178,-0.027040541,-0.673214102,-0.69609814,-0.508728138,-0.045624316,0.929516522,-0.899783482,-0.537547727,-0.085950856,-0.272683149,-0.612123714,1.030221029,0.853138357,-0.381289197,0.481094464,-0.43737105,-0.52932588,-0.157035308,-0.327590923,0.102354112,0.453779659,-1.568318773,0.046918026,0.102535757,0.505161782,-0.595577236,-0.415038016,-0.904454237,-8.91E-05,-0.367448081,0.845828791,1.00134704,0.1395149,-0.266118412,0.891260871,0.41242709,-0.176593838,-0.371114123,0.371868734,-0.630192281,0.001087135,0.084441441,1.498919388,-0.132128191,0.029510192,-1.036281248,-0.751544032,1.004787276,0.238796712,-0.761321756,0.629374341,0.434555602,0.0594124,-0.659199776,-0.330723671,0.142554473,-0.639947894,0.570487353,1.374916426,0.236924441,-0.794859214,-0.148182628,-0.309747688,-0.438411078,-1.110261758,-0.360379973,-0.519123943,0.492606374,1.840830138,0.502811362,0.021821854,-0.497029955,2.216266859,0.736565577,-0.344703122,-0.718999482,-0.514993011,0.977089461,-1.709619774,0.114174134,-1.578549896,-1.208930993,0.620987869,-0.704750256,0.283637655,-0.640580736,-0.160222544,0.052979628,-0.495461853,-0.393729282,-0.044739755,-0.147075324,-1.062412436,-1.142468863,0.475982238,-0.351250859,-0.157599253,0.795959169,0.489747486,1.300190905,-2.423892252,0.200729277,-0.037815582,2.668034329,0.665645019,1.849851327,-0.199054663,0.534429568,0.178320749,1.353601799,-1.689668118,2.776463611,2.115439749,-0.295482251,-0.557347777,1.416950151,0.240866808,-0.899631241,-1.045731801,-0.598814311,-2.983845073,1.419178127,1.076772753,-1.065923188,2.983128141,-2.184170892,1.041842819,-3.88020866,-1.706308302,1.450057218,-1.092108354,0.38209309,3.828327359,3.051827302,0.784634506,-0.018127753,3.519301683,-1.411592589,2.030106921,-0.685728558,-5.292308015,3.906365381,0.81162531,2.641707343,-4.509959775,1.072735005,-1.030824447,-1.03030285,1.558177209,2.416444572,0.422197422,3.605316289,-2.853441921,-4.861129045,-5.141309345,-6.858256106,1.203311344,-4.009555884,-0.707832629,0.696608796,-3.267822138,-3.374082584,1.331695816,-1.66614025,-2.219101144,0.19342262,-1.461394877,-0.410946805,5.167870675,0.140771488,2.542546313,0.789272809,-2.086784641,-1.962214533,0.96708774,-1.680279834,1.321115581,0.655477738,-1.019166159,0.926855107,4.667114103,1.599175481,2.093597156,-3.99909752,2.024483884,7.610219205,4.882957921,-1.559843689,-4.015036964,-3.26465195,-10.19673582,1.486079874,1.857200583,5.662961193,-7.735231771,-6.380049598,-18.31691288,-2.161040411,13.48741872,-8.310123667,4.955596903,-2.421419562,21.63420461,-2.789417638,-7.032970807,17.25804333,5.458989401,5.703047563,-7.216981707,-7.277377923,-15.86110285,-3.252396926,0.506129901,7.77E-15
